trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.9581150999935522}",30,8,-138.82378387335064,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 3}",1
186,False,"{'a': 0.5, 'e': 0.9576642974023177}",20,0,-11.592989210738153,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.9572111342648416}",20,9,-27.024151951723127,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.9567556116981252}",20,0,-81.17787829567568,"{0: 16, 1: 0, 2: 0, 3: 3, 4: 1}",0
189,False,"{'a': 0.5, 'e': 0.9562977308249859}",20,0,12.224170096218653,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.9558374927740542}",20,4,2.103639661873714,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.9553748986797704}",20,9,24.100800508073867,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.9549099496823826}",20,11,-3.9079566744195384,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.9544426469279434}",35,0,-44.55855818217182,"{0: 30, 1: 0, 2: 3, 3: 1, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.953972991568307}",25,3,-48.89226739530445,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.9535009847611265}",25,0,-70.00395571070561,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
196,False,"{'a': 0.5, 'e': 0.9530266276698517}",25,0,-27.98624337151829,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.9525499214637247}",25,1,-21.08545047593639,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.9520708673177787}",25,4,-42.9493639184574,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
199,False,"{'a': 0.5, 'e': 0.9515894664128338}",20,0,-71.09752675937219,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
200,False,"{'a': 0.5, 'e': 0.951105719935495}",20,0,-23.909686061509056,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.9506196290781486}",25,19,9.223368196193082,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.9501311950389598}",20,8,-49.13970347166308,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
203,False,"{'a': 0.5, 'e': 0.9496404190218695}",25,4,-8.003839859389371,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.949147302236591}",25,8,-1.5579625772455532,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.948651845898608}",25,0,-33.44065192860777,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.9481540512291703}",20,0,-70.57741371752196,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
207,False,"{'a': 0.5, 'e': 0.9476539194552916}",30,6,-49.075154591898226,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 1}",1
208,False,"{'a': 0.5, 'e': 0.9471514518097469}",20,7,-10.719822126312735,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.946646649531068}",20,0,-19.335614777915538,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.9461395138635421}",30,15,12.292447394942261,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.9456300460572075}",20,0,-60.293842571738885,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
212,False,"{'a': 0.5, 'e': 0.9451182473678511}",30,0,-88.09470251455964,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
213,False,"{'a': 0.5, 'e': 0.9446041190570053}",25,0,1.7786090218486612,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.9440876623919446}",20,0,-100.31891485072539,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
215,False,"{'a': 0.5, 'e': 0.9435688786456831}",20,4,-32.90497552150937,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
216,False,"{'a': 0.5, 'e': 0.9430477690969702}",20,5,-43.42859098164768,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
217,False,"{'a': 0.5, 'e': 0.9425243350302888}",20,5,-31.184087106503025,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.9419985777358512}",30,8,1.0796634648913717,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.9414704985095962}",30,0,-102.45482175065354,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.9409400986531861}",20,0,-7.672349713881869,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.9404073794740033}",20,0,-43.997470344950386,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
222,False,"{'a': 0.5, 'e': 0.9398723422851469}",30,10,-29.580665938602834,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.93933498840543}",25,13,-47.94700826540187,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.9387953191593756}",30,0,-57.35788787558474,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
225,False,"{'a': 0.5, 'e': 0.9382533358772145}",20,8,-59.97548085860842,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
226,False,"{'a': 0.5, 'e': 0.9377090398948807}",20,13,10.441163139446935,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.9371624325540094}",25,6,-34.70929087880652,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.9366135152019325}",20,0,-47.30484792894262,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
229,False,"{'a': 0.5, 'e': 0.9360622891916762}",20,0,21.637697088620303,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.9355087558819573}",25,10,-83.78369068599768,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
231,False,"{'a': 0.5, 'e': 0.9349529166371795}",20,11,18.345336313494695,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.9343947728274309}",25,3,-84.97014460987367,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 2}",1
233,False,"{'a': 0.5, 'e': 0.9338343258284799}",20,0,-120.91175004111425,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
234,False,"{'a': 0.5, 'e': 0.933271577021772}",25,9,-97.71658325531759,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 2}",1
235,False,"{'a': 0.5, 'e': 0.9327065277944264}",25,0,-76.53815913607545,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
236,False,"{'a': 0.5, 'e': 0.9321391795392326}",25,15,7.962916760351505,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.9315695336546473}",30,3,-77.12506682677224,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 2}",1
238,False,"{'a': 0.5, 'e': 0.93099759154479}",20,0,-56.22469080720215,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
239,False,"{'a': 0.5, 'e': 0.9304233546194407}",35,0,-141.3864759188268,"{0: 26, 1: 1, 2: 4, 3: 1, 4: 3}",0
240,False,"{'a': 0.5, 'e': 0.9298468242940358}",20,12,-8.012688798172814,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.9292680019896643}",20,0,-11.753679344362789,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
242,False,"{'a': 0.5, 'e': 0.9286868891330653}",30,20,18.508836380046336,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.9281034871566235}",20,1,9.435188270858417,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.927517797498366}",30,0,-76.67260742764014,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
245,False,"{'a': 0.5, 'e': 0.9269298216019592}",20,10,-25.31145158188369,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
246,False,"{'a': 0.5, 'e': 0.9263395609167044}",25,5,-60.725499578961966,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",1
247,False,"{'a': 0.5, 'e': 0.9257470168975349}",25,10,-61.27495970079442,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
248,False,"{'a': 0.5, 'e': 0.9251521910050122}",20,0,-33.14728092862057,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.9245550847053222}",25,0,-70.74148858937653,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.9239556994702721}",20,9,-23.3728446344032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
251,False,"{'a': 0.5, 'e': 0.9233540367772862}",25,12,-37.755488961311094,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
252,False,"{'a': 0.5, 'e': 0.9227500981094026}",20,0,12.338233714463689,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.9221438849552692}",30,18,-13.918556714289963,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.9215353988091408}",20,0,-11.627248698336706,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.9209246411708745}",20,3,-119.04011803576327,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 3}",1
256,False,"{'a': 0.5, 'e': 0.9203116135459264}",30,5,-32.52783243810933,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.919696317445348}",25,15,-18.8430382400208,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.9190787543857823}",30,5,-131.20955733670556,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",1
259,False,"{'a': 0.5, 'e': 0.9184589258894604}",20,0,-67.20650720489407,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
260,False,"{'a': 0.5, 'e': 0.9178368334841971}",20,9,3.009199590582518,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.9172124787033875}",30,0,-64.32498615238569,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
262,False,"{'a': 0.5, 'e': 0.9165858630860038}",20,6,-30.975633598578753,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
263,False,"{'a': 0.5, 'e': 0.91595698817659}",20,3,8.080713271645063,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.9153258555252599}",20,0,-87.39220260710924,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
265,False,"{'a': 0.5, 'e': 0.914692466687692}",20,3,-34.88364185481036,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
266,False,"{'a': 0.5, 'e': 0.914056823225126}",30,12,-0.16824456636038532,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.9134189267043593}",25,3,-49.899873333844866,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
268,False,"{'a': 0.5, 'e': 0.9127787786977426}",30,13,-7.619715674532246,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.9121363807831764}",25,0,-54.19173823806909,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
270,False,"{'a': 0.5, 'e': 0.9114917345441071}",20,15,9.19882180527474,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.9108448415695228}",30,0,10.668239142370117,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.9101957034539497}",20,0,-31.205544122554002,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.9095443217974479}",20,0,-10.380379920954226,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
274,False,"{'a': 0.5, 'e': 0.908890698205608}",20,0,6.524223484676366,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.9082348342895461}",30,0,-57.84878872241964,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
276,False,"{'a': 0.5, 'e': 0.9075767316659011}",25,14,-13.593434242041056,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.9069163919568297}",25,12,7.157301322235548,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.9062538167900029}",25,10,-4.525655026095404,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.9055890077986021}",20,12,-0.01112026724190418,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.9049219666213144}",25,7,-10.1634357830632,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.9042526949023293}",20,12,-14.440506860651663,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.9035811942913344}",25,15,-25.93440033337837,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.9029074664435112}",25,0,-111.88500904618138,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
284,False,"{'a': 0.5, 'e': 0.9022315130195311}",20,6,-18.75100964199058,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
285,False,"{'a': 0.5, 'e': 0.9015533356855514}",20,14,-2.69522677238072,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.900872936113211}",25,13,-35.02591693397639,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
287,False,"{'a': 0.5, 'e': 0.9001903159796265}",25,0,-83.6001322645592,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
288,False,"{'a': 0.5, 'e': 0.8995054769673879}",20,8,-0.4122934447965383,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.8988184207645545}",30,11,-12.257750000484084,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.898129149064651}",25,0,-49.01367505012262,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
291,False,"{'a': 0.5, 'e': 0.8974376635666625}",20,8,18.035975019981812,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.8967439659750317}",20,0,-41.48794714532326,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.896048057999653}",30,5,-76.00292201163944,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",1
294,False,"{'a': 0.5, 'e': 0.89534994135587}",25,7,-116.24062840782156,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 3}",1
295,False,"{'a': 0.5, 'e': 0.8946496177644697}",20,8,-21.194814549468667,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.5, 'e': 0.8939470889516796}",25,0,-88.06300169405236,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
297,False,"{'a': 0.5, 'e': 0.8932423566491625}",20,6,-11.248721377211577,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.8925354225940129}",25,5,-66.92153257992126,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
299,False,"{'a': 0.5, 'e': 0.8918262885287519}",25,6,-18.202901839467074,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.891114956201324}",35,15,-67.88413018398637,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",1
301,False,"{'a': 0.5, 'e': 0.8904014273650916}",20,4,-32.69300404107794,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
302,False,"{'a': 0.5, 'e': 0.8896857037788318}",20,1,-46.48276782171581,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 1}",1
303,False,"{'a': 0.5, 'e': 0.8889677872067312}",35,0,-127.94198071429182,"{0: 28, 1: 1, 2: 2, 3: 1, 4: 3}",0
304,False,"{'a': 0.5, 'e': 0.8882476794183819}",20,10,6.352408115329482,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.8875253821887774}",30,2,-44.41873771924563,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 1}",1
306,False,"{'a': 0.5, 'e': 0.8868008972983078}",25,0,-50.033634483562636,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",1
307,False,"{'a': 0.5, 'e': 0.8860742265327554}",30,11,-7.437163942535777,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.8853453716832905}",20,5,14.690321969321587,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.8846143345464674}",30,0,-30.89772013313541,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
310,False,"{'a': 0.5, 'e': 0.8838811169242189}",20,0,-31.608330975549542,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
311,False,"{'a': 0.5, 'e': 0.8831457206238528}",25,0,2.0166179960341815,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
312,False,"{'a': 0.5, 'e': 0.8824081474580471}",35,0,-138.2148634408138,"{0: 27, 1: 0, 2: 5, 3: 0, 4: 3}",0
313,False,"{'a': 0.5, 'e': 0.8816683992448454}",25,0,-66.45174946716847,"{0: 20, 1: 3, 2: 0, 3: 0, 4: 2}",0
314,False,"{'a': 0.5, 'e': 0.8809264778076529}",20,6,15.23121678812474,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.8801823849752313}",25,2,16.520272748024684,"{0: 20, 1: 3, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.8794361225816946}",35,0,-65.06321231941176,"{0: 25, 1: 2, 2: 7, 3: 1, 4: 0}",0
317,False,"{'a': 0.5, 'e': 0.8786876924665045}",25,13,1.247343724590073,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.8779370964744663}",20,0,-168.08957731495573,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
319,False,"{'a': 0.5, 'e': 0.8771843364557234}",20,0,-97.0083744674884,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
320,False,"{'a': 0.5, 'e': 0.8764294142657537}",20,0,-8.986250764625575,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.8756723317653645}",20,0,-54.14341726688414,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
322,False,"{'a': 0.5, 'e': 0.8749130908206881}",25,0,-131.24841042014356,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
323,False,"{'a': 0.5, 'e': 0.8741516933031772}",25,16,-17.697487081698984,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.8733881410896001}",20,11,2.892041105288631,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.8726224360620362}",20,0,-79.11364302313422,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
326,False,"{'a': 0.5, 'e': 0.8718545801078713}",25,0,-63.34061181948507,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
327,False,"{'a': 0.5, 'e': 0.8710845751197934}",20,10,-63.58731991023949,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
328,False,"{'a': 0.5, 'e': 0.8703124229957875}",35,6,-2.181951923852973,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.8695381256391306}",20,0,6.525663506166147,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
330,False,"{'a': 0.5, 'e': 0.8687616849583882}",20,13,8.823846519289058,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.8679831028674084}",25,13,-1.336631381896142,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.8672023812853177}",30,0,-96.94825805517112,"{0: 23, 1: 1, 2: 2, 3: 3, 4: 1}",0
333,False,"{'a': 0.5, 'e': 0.8664195221365165}",20,14,10.831593048956394,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.8656345273506739}",20,6,26.244521049673452,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.8648473988627231}",30,16,6.791090746482329,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.8640581386128567}",20,8,-28.343258767532536,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
337,False,"{'a': 0.5, 'e': 0.863266748546522}",20,8,6.864085797777971,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.8624732306144158}",25,10,-61.3279726654013,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
339,False,"{'a': 0.5, 'e': 0.8616775867724802}",20,14,-0.5466379177768848,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.8608798189818971}",25,15,-12.046272987905756,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.8600799292090843}",20,0,-71.97115442311366,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
342,False,"{'a': 0.5, 'e': 0.8592779194256893}",25,6,16.06134923989366,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.8584737916085857}",20,11,-8.942889068968363,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.857667547739868}",20,13,-32.11531331527287,"{0: 4, 1: 0, 2: 2, 3: 1, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.856859189806846}",25,11,3.6663860924287817,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.8560487198020409}",25,8,-89.48139437916781,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
347,False,"{'a': 0.5, 'e': 0.8552361397231799}",20,12,6.3465500726067114,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.8544214515731909}",25,0,-87.99687066544928,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
349,False,"{'a': 0.5, 'e': 0.8536046573601986}",25,0,-45.40490127035244,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
350,False,"{'a': 0.5, 'e': 0.8527857590975187}",20,3,-16.49101167398571,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
351,False,"{'a': 0.5, 'e': 0.851964758803653}",25,12,3.609237570212267,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.8511416585022844}",20,0,-7.8954175267458595,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
353,False,"{'a': 0.5, 'e': 0.8503164602222729}",25,0,-80.44143527809219,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
354,False,"{'a': 0.5, 'e': 0.8494891659976491}",20,0,-81.1818902321311,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
355,False,"{'a': 0.5, 'e': 0.8486597778676102}",20,12,-52.51682895654812,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
356,False,"{'a': 0.5, 'e': 0.8478282978765144}",35,21,-56.202616808175605,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
357,False,"{'a': 0.5, 'e': 0.8469947280738764}",20,0,-17.457535228543986,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.8461590705143621}",25,0,-5.590551295062863,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.8453213272577833}",25,18,-1.9150561897280833,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.844481500369093}",25,5,24.022917257771343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.8436395919183799}",25,20,7.5864383843884635,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.8427956039808638}",20,2,-37.40388267782418,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
363,False,"{'a': 0.5, 'e': 0.8419495386368903}",35,16,-34.87638461681978,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
364,False,"{'a': 0.5, 'e': 0.8411013979719252}",20,7,-37.048626110352814,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
365,False,"{'a': 0.5, 'e': 0.8402511840765502}",20,2,-37.329883481906826,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
366,False,"{'a': 0.5, 'e': 0.8393988990464568}",20,2,-47.44454692462883,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
367,False,"{'a': 0.5, 'e': 0.8385445449824424}",20,0,-18.198037153194527,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
368,False,"{'a': 0.5, 'e': 0.8376881239904034}",30,0,-22.516012614026174,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
