trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
726,False,"{'a': 0.5, 'e': 0.41775805122174475}",25,0,4.612368593821924,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
727,False,"{'a': 0.5, 'e': 0.4163311003883587}",20,7,20.071140632735066,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.4149031233406539}",20,6,22.939475757959762,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.41347412359845037}",25,3,-61.44901861612326,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
730,False,"{'a': 0.5, 'e': 0.4120441046840892}",20,0,-41.04349736476292,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",1
731,False,"{'a': 0.5, 'e': 0.4106130701224228}",30,23,5.631229362358519,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.40918102344080776}",20,12,-24.667101524907782,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
733,False,"{'a': 0.5, 'e': 0.4077479681690954}",30,14,29.629106144006094,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.40631390783962257}",20,3,19.419089492207874,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.5, 'e': 0.40487884598720403}",30,15,20.15167206986053,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.5, 'e': 0.403442786149123}",30,19,7.1616404233782855,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
737,False,"{'a': 0.5, 'e': 0.40200573186512284}",25,0,42.32913038278773,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
738,False,"{'a': 0.5, 'e': 0.40056768667739756}",20,6,-0.9947124991078149,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.3991286541305842}",20,7,21.135213950822642,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.39768863777175356}",30,15,27.358384628282806,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.5, 'e': 0.3962476411504008}",25,11,-29.47498020972681,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
742,False,"{'a': 0.5, 'e': 0.394805667818438}",20,15,10.096958014899032,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.39336272133018474}",20,14,11.375179126748854,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.39191880524235856}",20,0,-32.144716948848256,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
745,False,"{'a': 0.5, 'e': 0.3904739231140678}",20,13,5.688596112896778,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.38902807850680193}",20,16,8.410079998817611,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.387581274984422}",25,0,6.660042402778078,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
748,False,"{'a': 0.5, 'e': 0.3861335161131537}",20,13,2.7443979254520277,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.3846848054615772}",30,12,13.65759320324722,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.3832351466006183}",20,11,11.520640226476372,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.38178454310354054}",20,8,-27.830840417134937,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
752,False,"{'a': 0.5, 'e': 0.380332998545936}",20,16,8.968945320758378,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.37888051650571575}",25,19,-10.300570107960482,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
754,False,"{'a': 0.5, 'e': 0.37742710056310214}",25,11,19.32858585190261,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.5, 'e': 0.37597275430061966}",20,2,-27.055025133462813,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
756,False,"{'a': 0.5, 'e': 0.37451748130308526}",25,5,17.079977393401517,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
757,False,"{'a': 0.5, 'e': 0.37306128515760084}",20,3,16.004089052787645,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.37160416945354374}",25,0,6.427311769272608,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
759,False,"{'a': 0.5, 'e': 0.3701461377825573}",25,11,27.325453639618807,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.5, 'e': 0.3686871937385432}",30,20,20.161424144905045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.36722734091765213}",20,9,-23.919985906991663,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
762,False,"{'a': 0.5, 'e': 0.3657665829182742}",20,16,9.106215352510857,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.3643049233410312}",25,6,12.585350736795649,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
764,False,"{'a': 0.5, 'e': 0.3628423657887671}",25,1,-43.00491144102872,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 1}",1
765,False,"{'a': 0.5, 'e': 0.36137891386653953}",20,15,10.270156594806135,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.5, 'e': 0.3599145711816099}",25,0,-71.8048784441793,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
767,False,"{'a': 0.5, 'e': 0.358449341343436}",20,3,19.068725309167096,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.5, 'e': 0.3569832279636623}",25,8,-34.633513333606054,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
769,False,"{'a': 0.5, 'e': 0.35551623465611054}",25,0,13.647033208004942,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
770,False,"{'a': 0.5, 'e': 0.35404836503677195}",20,0,-46.78701117441661,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
771,False,"{'a': 0.5, 'e': 0.3525796227237979}",30,19,18.920454047779863,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.5, 'e': 0.3511100113374901}",20,6,17.63661528832168,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.5, 'e': 0.3496395345002931}",25,8,-30.338506367910917,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
774,False,"{'a': 0.5, 'e': 0.34816819583678477}",30,0,45.56771441386783,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
775,False,"{'a': 0.5, 'e': 0.34669599897366654}",25,15,21.486005181271874,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.345222947539756}",20,0,-12.931262168316787,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
777,False,"{'a': 0.5, 'e': 0.3437490451659771}",25,7,9.750643039226752,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
778,False,"{'a': 0.5, 'e': 0.3422742954853506}",30,9,-60.77408938893305,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 1}",1
779,False,"{'a': 0.5, 'e': 0.34079870213298646}",25,8,-3.7292729826168864,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
780,False,"{'a': 0.5, 'e': 0.33932226874607413}",20,6,-1.3481662744328795,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
781,False,"{'a': 0.5, 'e': 0.3378449989638732}",25,13,27.546242830308163,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.3363668964277054}",25,10,25.49524004098667,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.5, 'e': 0.3348879647809451}",25,17,-28.95029169030164,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
784,False,"{'a': 0.5, 'e': 0.33340820766900975}",25,5,-0.08773467307237048,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
785,False,"{'a': 0.5, 'e': 0.3319276287393521}",20,3,-13.622370662299161,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
786,False,"{'a': 0.5, 'e': 0.3304462316414507}",20,13,12.886981004272098,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.5, 'e': 0.3289640200268}",20,14,8.54070534779345,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.5, 'e': 0.32748099754890286}",20,15,8.847024241406768,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.5, 'e': 0.3259971678632607}",20,0,-11.477457601187174,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
790,False,"{'a': 0.5, 'e': 0.32451253462736473}",20,14,15.260522636091665,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.5, 'e': 0.32302710150068625}",25,7,0.12110438896543574,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
792,False,"{'a': 0.5, 'e': 0.32154087214466887}",25,13,26.80998915672499,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.5, 'e': 0.3200538502227187}",20,12,14.919128994017964,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.5, 'e': 0.318566039400195}",20,16,7.355443993978196,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.5, 'e': 0.317077443344402}",20,8,-9.363010616366136,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
796,False,"{'a': 0.5, 'e': 0.31558806572457976}",20,0,32.436827647958935,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
797,False,"{'a': 0.5, 'e': 0.3140979102118938}",30,21,6.752785684373149,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
798,False,"{'a': 0.5, 'e': 0.31260698047942803}",30,7,5.856206067620858,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
799,False,"{'a': 0.5, 'e': 0.31111528020217455}",20,11,2.610039122552843,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
800,False,"{'a': 0.5, 'e': 0.3096228130570242}",30,19,20.295145175893587,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.5, 'e': 0.30812958272275875}",25,15,6.812823325753348,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
802,False,"{'a': 0.5, 'e': 0.30663559288004105}",25,7,19.887931263937038,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
803,False,"{'a': 0.5, 'e': 0.3051408472114055}",20,11,12.897914700382557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.5, 'e': 0.3036453494012501}",20,13,11.59209309287025,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.5, 'e': 0.302149103135827}",20,0,-19.452262860328805,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
806,False,"{'a': 0.5, 'e': 0.3006521121032323}",30,8,29.82929228736815,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
807,False,"{'a': 0.5, 'e': 0.2991543799933987}",30,23,3.114447280704592,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.5, 'e': 0.29765591049808554}",20,10,7.581208649769087,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
809,False,"{'a': 0.5, 'e': 0.29615670731086907}",20,9,9.927862418813449,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
810,False,"{'a': 0.5, 'e': 0.29465677412713476}",25,11,23.081092855818287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.5, 'e': 0.29315611464406727}",20,12,-10.057093034551091,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
812,False,"{'a': 0.5, 'e': 0.29165473256064095}",25,13,23.126485451255753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.5, 'e': 0.29015263157761206}",20,0,-8.115282234030252,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
814,False,"{'a': 0.5, 'e': 0.2886498153975087}",35,25,18.604925451890505,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.5, 'e': 0.28714628772462136}",20,10,5.385913163563149,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
816,False,"{'a': 0.5, 'e': 0.28564205226499473}",25,19,3.0869932232517208,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.5, 'e': 0.2841371127264181}",35,9,23.89496747858052,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
818,False,"{'a': 0.5, 'e': 0.2826314728184164}",25,0,15.014093896066894,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
819,False,"{'a': 0.5, 'e': 0.2811251362522402}",20,0,32.84294040417283,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
820,False,"{'a': 0.5, 'e': 0.2796181067408581}",25,16,-24.81070433609661,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
821,False,"{'a': 0.5, 'e': 0.2781103879989464}",30,3,44.29770895618601,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.5, 'e': 0.2766019837428799}",20,12,9.980851427890915,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.5, 'e': 0.27509289769072376}",20,12,15.597182847563557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.5, 'e': 0.2735831335622236}",25,12,23.84232310228495,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.5, 'e': 0.2720726950787958}",20,12,3.9548886006067843,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
826,False,"{'a': 0.5, 'e': 0.27056158596351965}",25,16,15.901265168983823,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.5, 'e': 0.2690498099411274}",25,11,23.189335886480094,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.5, 'e': 0.2675373707379948}",20,8,21.48562101642406,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.5, 'e': 0.26602427208213236}",25,8,16.339830024902945,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
830,False,"{'a': 0.5, 'e': 0.2645105177031767}",25,20,9.748809966612434,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.5, 'e': 0.26299611133237955}",20,10,22.275568337081207,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.5, 'e': 0.2614810567026008}",20,6,23.306809878250093,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.5, 'e': 0.25996535754829797}",20,11,19.701114833302057,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.5, 'e': 0.25844901760551675}",25,19,9.976713079404862,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.5, 'e': 0.25693204061188285}",20,12,7.495564050884438,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.5, 'e': 0.2554144303065924}",35,26,18.56517962840343,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.25389619043040174}",20,12,14.023588403561828,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.5, 'e': 0.2523773247256199}",25,0,30.662912353671743,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
839,False,"{'a': 0.5, 'e': 0.2508578369360983}",20,0,-61.245411341086196,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
840,False,"{'a': 0.5, 'e': 0.24933773080722124}",20,10,17.080305147472636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.5, 'e': 0.24781701008589774}",25,11,15.977284943402172,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
842,False,"{'a': 0.5, 'e': 0.2462956785205518}",25,6,28.98698063456023,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.5, 'e': 0.2447737398611123}",20,9,20.249563295162325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.24325119785900542}",20,0,29.648669780197746,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
845,False,"{'a': 0.5, 'e': 0.24172805626714405}",20,11,16.384107983976442,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.5, 'e': 0.2402043188399194}",20,14,12.416995629575561,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.23867998933319068}",25,18,6.172950786457582,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.23715507150427706}",35,17,22.43137578168539,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
849,False,"{'a': 0.5, 'e': 0.235629569111948}",25,15,-35.212644988601625,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
850,False,"{'a': 0.5, 'e': 0.2341034859164131}",20,12,15.111804029933714,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.23257682567931431}",20,7,9.892376355545823,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.23104959216371587}",25,15,1.35650100348537,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.5, 'e': 0.2295217891340945}",20,0,-16.10698719184532,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
854,False,"{'a': 0.5, 'e': 0.22799342035633127}",25,17,12.751799995648199,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.22646448959770185}",30,12,14.359185611639717,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.2249350006268665}",20,6,8.945300496825663,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.22340495721386197}",20,6,-19.973129236621205,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
858,False,"{'a': 0.5, 'e': 0.22187436313009173}",25,10,31.483217429625675,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.5, 'e': 0.22034322214831592}",20,6,18.68548787360976,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
860,False,"{'a': 0.5, 'e': 0.21881153804264342}",25,7,19.21687420168841,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
861,False,"{'a': 0.5, 'e': 0.2172793145885218}",25,15,8.064474976582353,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
862,False,"{'a': 0.5, 'e': 0.21574655556272743}",20,7,24.414797288846646,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.2142132647433575}",25,11,26.307576733510302,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.21267944590982}",25,13,21.121797045452666,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.2111451028428237}",35,15,14.29696307707124,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.20961023932437034}",20,10,16.697147496604988,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.5, 'e': 0.2080748591377444}",30,14,27.72557718093062,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.2065389660675033}",25,11,22.17399848802507,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.20500256389946933}",20,13,12.956821601804915,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.5, 'e': 0.2034656564207196}",20,12,15.048071557306086,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.5, 'e': 0.20192824741957616}",30,14,31.267356409196253,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.2003903406855979}",20,0,28.888954347221475,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
873,False,"{'a': 0.5, 'e': 0.19885194000957035}",20,6,18.094478221101106,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.5, 'e': 0.19731304918349676}",25,14,22.087125097906316,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.5, 'e': 0.19577367200058793}",30,17,15.861999833593767,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
876,False,"{'a': 0.5, 'e': 0.1942338122552541}",30,7,19.91602971408832,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
877,False,"{'a': 0.5, 'e': 0.192693473743095}",20,6,1.7717088920776094,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
878,False,"{'a': 0.5, 'e': 0.1911526602608898}",20,10,22.244894272862464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.5, 'e': 0.18961137560658914}",20,11,17.398780755194334,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.18806962357930496}",20,13,11.319787375651119,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.5, 'e': 0.18652740797930062}",35,13,32.17632143902892,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
882,False,"{'a': 0.5, 'e': 0.1849847326079828}",20,5,29.176164720442124,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.5, 'e': 0.18344160126789144}",20,5,27.46540983280285,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.5, 'e': 0.18189801776268977}",30,13,30.641105884223403,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.5, 'e': 0.1803539858971562}",20,5,26.62718443945253,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.17880950947717436}",20,2,21.876773480377473,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
887,False,"{'a': 0.5, 'e': 0.1772645923097229}",20,16,9.084069588765827,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.17571923820286764}",20,13,15.474803987678198,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.1741734509657513}",25,15,13.901730436459815,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.5, 'e': 0.17262723440858363}",30,15,23.676572583502498,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.5, 'e': 0.1710805923426333}",20,0,27.761835956419198,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
892,False,"{'a': 0.5, 'e': 0.1695335285802177}",20,10,18.938093620971234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.16798604693469313}",20,1,30.91657294346816,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.16643815122044656}",25,11,13.420928276258959,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.1648898452528855}",30,0,-0.7586205001893167,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
896,False,"{'a': 0.5, 'e': 0.16334113284842816}",20,14,11.610610775856202,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.16179201782449515}",25,20,10.107954621235647,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.16024250399949955}",30,7,35.55293425967583,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.15869259519283677}",30,17,24.915783101728735,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.5, 'e': 0.1571422952248764}",20,6,25.290654116937972,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.5, 'e': 0.15559160791695215}",25,8,20.13352039763039,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.15404053709135251}",20,12,15.747140783793803,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.15248908657131077}",30,13,18.593175136672606,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.15093726018099676}",20,0,12.05429836698416,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
905,False,"{'a': 0.5, 'e': 0.14938506174550675}",20,14,11.833686406372099,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.14783249509085347}",20,11,17.115311024762537,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.5, 'e': 0.1462795640439579}",20,0,31.77178934783653,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
908,False,"{'a': 0.5, 'e': 0.1447262724326392}",25,5,30.62951142568855,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.1431726240856046}",25,17,17.04576130118953,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.5, 'e': 0.14161862283244142}",25,12,10.793128648225789,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
